"Index Name","Date","Open","High","Low","Close"
"NIFTY 500","04 Aug 2021","13998.05","14045.05","13944.10","13969.35"
"NIFTY 500","03 Aug 2021","13840.60","13950.25","13817.90","13939.20"
"NIFTY 500","02 Aug 2021","13759.80","13789.90","13732.85","13783.70"
"NIFTY 500","30 Jul 2021","13671.55","13739.70","13635.45","13664.25"
"NIFTY 500","29 Jul 2021","13631.50","13668.90","13608.90","13643.75"
"NIFTY 500","28 Jul 2021","13631.55","13631.55","13409.10","13579.15"
"NIFTY 500","27 Jul 2021","13715.15","13740.90","13569.35","13610.30"
"NIFTY 500","26 Jul 2021","13692.20","13731.10","13648.45","13675.10"
"NIFTY 500","23 Jul 2021","13711.25","13728.40","13629.65","13687.00"
"NIFTY 500","22 Jul 2021","13592.40","13678.95","13590.30","13670.20"
"NIFTY 500","20 Jul 2021","13594.85","13614.75","13437.15","13495.60"
"NIFTY 500","19 Jul 2021","13624.30","13693.35","13573.65","13619.85"
"NIFTY 500","16 Jul 2021","13756.75","13761.10","13706.50","13742.35"
"NIFTY 500","15 Jul 2021","13686.35","13738.60","13677.35","13720.35"
"NIFTY 500","14 Jul 2021","13638.30","13678.80","13606.35","13661.10"
"NIFTY 500","13 Jul 2021","13633.10","13635.55","13580.45","13628.85"
"NIFTY 500","12 Jul 2021","13603.60","13620.15","13512.70","13549.00"
"NIFTY 500","09 Jul 2021","13513.50","13545.65","13470.20","13527.95"
"NIFTY 500","08 Jul 2021","13627.70","13660.85","13488.10","13532.70"
"NIFTY 500","07 Jul 2021","13577.50","13644.45","13542.05","13631.00"
"NIFTY 500","06 Jul 2021","13579.15","13661.90","13561.75","13574.15"
"NIFTY 500","05 Jul 2021","13558.40","13593.50","13536.90","13585.75"
"NIFTY 500","02 Jul 2021","13480.30","13506.10","13435.25","13494.45"
"NIFTY 500","01 Jul 2021","13504.70","13505.05","13441.55","13454.10"
"NIFTY 500","30 Jun 2021","13513.25","13552.95","13462.20","13473.55"
"NIFTY 500","29 Jun 2021","13535.55","13567.80","13461.25","13481.95"
"NIFTY 500","28 Jun 2021","13589.75","13589.85","13515.05","13533.05"
"NIFTY 500","25 Jun 2021","13512.15","13549.10","13471.00","13539.40"
"NIFTY 500","24 Jun 2021","13460.80","13486.75","13434.50","13468.25"
"NIFTY 500","23 Jun 2021","13570.10","13570.20","13412.45","13423.35"
"NIFTY 500","22 Jun 2021","13543.40","13589.65","13473.35","13491.10"
"NIFTY 500","21 Jun 2021","13240.90","13468.80","13221.05","13456.10"
"NIFTY 500","18 Jun 2021","13471.90","13474.95","13155.55","13386.55"
"NIFTY 500","17 Jun 2021","13405.90","13520.90","13372.40","13425.15"
"NIFTY 500","16 Jun 2021","13595.10","13621.65","13487.15","13510.60"
"NIFTY 500","15 Jun 2021","13601.35","13634.35","13587.75","13607.80"
"NIFTY 500","14 Jun 2021","13551.75","13565.00","13342.40","13554.15"
"NIFTY 500","11 Jun 2021","13577.05","13601.00","13513.85","13563.85"
"NIFTY 500","10 Jun 2021","13458.65","13524.85","13431.25","13517.20"
"NIFTY 500","09 Jun 2021","13532.20","13569.75","13333.85","13396.40"
"NIFTY 500","08 Jun 2021","13510.05","13513.05","13420.55","13496.55"
"NIFTY 500","07 Jun 2021","13454.10","13498.30","13418.50","13479.65"
"NIFTY 500","04 Jun 2021","13412.75","13433.60","13352.15","13393.90"
"NIFTY 500","03 Jun 2021","13347.05","13392.75","13332.00","13380.50"
"NIFTY 500","02 Jun 2021","13183.80","13290.70","13177.80","13274.25"
"NIFTY 500","01 Jun 2021","13274.25","13292.40","13164.85","13210.40"
"NIFTY 500","31 May 2021","13135.85","13244.40","13080.65","13226.35"
"NIFTY 500","28 May 2021","13134.70","13160.35","13098.85","13117.05"
"NIFTY 500","27 May 2021","13052.85","13091.35","13007.15","13066.25"
"NIFTY 500","26 May 2021","13010.00","13043.85","12954.15","13022.20"
"NIFTY 500","25 May 2021","13045.40","13046.15","12929.15","12963.00"
"NIFTY 500","24 May 2021","12963.00","13003.60","12912.25","12962.45"
"NIFTY 500","21 May 2021","12815.55","12929.05","12803.15","12917.85"
"NIFTY 500","20 May 2021","12831.30","12854.65","12718.20","12736.45"
"NIFTY 500","19 May 2021","12816.55","12882.50","12791.15","12809.00"
"NIFTY 500","18 May 2021","12794.95","12855.60","12783.15","12839.10"
"NIFTY 500","17 May 2021","12544.55","12683.80","12511.30","12672.10"
"NIFTY 500","14 May 2021","12595.15","12595.35","12408.10","12472.15"
"NIFTY 500","12 May 2021","12646.25","12646.95","12496.65","12537.95"
"NIFTY 500","11 May 2021","12559.95","12675.20","12538.65","12642.25"
"NIFTY 500","10 May 2021","12649.45","12685.80","12625.90","12669.90"
"NIFTY 500","07 May 2021","12579.90","12600.15","12527.35","12563.10"
"NIFTY 500","06 May 2021","12465.70","12514.10","12407.65","12501.90"
"NIFTY 500","05 May 2021","12394.85","12426.95","12319.25","12413.00"
"NIFTY 500","04 May 2021","12457.40","12487.15","12272.35","12300.45"
"NIFTY 500","03 May 2021","12256.85","12419.00","12210.55","12395.25"
"NIFTY 500","30 Apr 2021","12425.80","12524.10","12341.20","12364.35"
"NIFTY 500","29 Apr 2021","12613.80","12659.40","12471.90","12532.80"
"NIFTY 500","28 Apr 2021","12422.50","12537.05","12412.00","12517.95"
"NIFTY 500","27 Apr 2021","12238.55","12374.00","12232.80","12362.55"
"NIFTY 500","26 Apr 2021","12197.10","12263.60","12180.85","12216.85"
"NIFTY 500","23 Apr 2021","12086.20","12199.40","12044.90","12105.60"
"NIFTY 500","22 Apr 2021","11997.20","12147.50","11950.65","12132.05"
"NIFTY 500","20 Apr 2021","12213.55","12232.85","11981.35","12055.40"
"NIFTY 500","19 Apr 2021","12032.75","12094.55","11923.20","12076.45"
"NIFTY 500","16 Apr 2021","12261.90","12358.55","12232.40","12298.05"
"NIFTY 500","15 Apr 2021","12189.80","12248.90","12055.15","12237.60"
"NIFTY 500","13 Apr 2021","12068.05","12201.55","12006.70","12186.70"
"NIFTY 500","12 Apr 2021","12357.35","12361.40","11978.45","12024.10"
"NIFTY 500","09 Apr 2021","12552.90","12591.95","12490.00","12527.40"
"NIFTY 500","08 Apr 2021","12533.45","12624.25","12501.25","12541.65"
"NIFTY 500","07 Apr 2021","12389.25","12510.70","12347.70","12481.30"
"NIFTY 500","06 Apr 2021","12374.70","12422.85","12254.95","12358.10"
"NIFTY 500","05 Apr 2021","12463.70","12466.25","12149.40","12298.60"
"NIFTY 500","01 Apr 2021","12401.35","12492.55","12334.35","12479.00"
"NIFTY 500","31 Mar 2021","12376.80","12376.80","12298.70","12313.70"
"NIFTY 500","30 Mar 2021","12256.00","12404.25","12249.00","12387.90"
"NIFTY 500","26 Mar 2021","12134.75","12191.95","12072.20","12148.90"
"NIFTY 500","25 Mar 2021","12218.80","12221.55","11939.00","11993.30"
"NIFTY 500","24 Mar 2021","12346.05","12390.60","12183.70","12197.20"
"NIFTY 500","23 Mar 2021","12375.40","12462.00","12340.30","12417.30"
"NIFTY 500","22 Mar 2021","12322.75","12360.45","12235.60","12338.60"
"NIFTY 500","19 Mar 2021","12096.80","12342.30","11951.40","12314.50"
"NIFTY 500","18 Mar 2021","12426.90","12449.85","12100.60","12174.45"
"NIFTY 500","17 Mar 2021","12540.15","12546.55","12301.15","12319.90"
"NIFTY 500","16 Mar 2021","12564.80","12601.05","12487.80","12512.70"
"NIFTY 500","15 Mar 2021","12623.05","12624.30","12364.95","12510.15"
"NIFTY 500","12 Mar 2021","12806.15","12816.15","12534.45","12593.90"
"NIFTY 500","10 Mar 2021","12705.10","12722.60","12627.80","12691.35"
"NIFTY 500","09 Mar 2021","12638.40","12679.65","12494.60","12617.20"
"NIFTY 500","08 Mar 2021","12607.05","12682.55","12534.75","12558.95"
"NIFTY 500","05 Mar 2021","12621.95","12697.05","12478.45","12539.00"
"NIFTY 500","04 Mar 2021","12607.55","12771.10","12589.75","12688.85"
"NIFTY 500","03 Mar 2021","12635.85","12781.85","12603.05","12764.80"
"NIFTY 500","02 Mar 2021","12458.35","12548.20","12385.95","12519.40"
"NIFTY 500","01 Mar 2021","12316.30","12395.80","12271.85","12368.30"
"NIFTY 500","26 Feb 2021","12401.05","12449.00","12134.50","12181.40"
"NIFTY 500","25 Feb 2021","12543.50","12615.40","12533.30","12567.85"
"NIFTY 500","24 Feb 2021","12299.55","12470.20","12294.85","12455.20"
"NIFTY 500","23 Feb 2021","12294.30","12356.45","12190.65","12263.70"
"NIFTY 500","22 Feb 2021","12457.25","12471.65","12174.60","12212.55"
"NIFTY 500","19 Feb 2021","12540.85","12592.50","12360.70","12438.80"
"NIFTY 500","18 Feb 2021","12633.30","12655.40","12535.65","12565.70"
"NIFTY 500","17 Feb 2021","12631.10","12669.85","12561.55","12597.45"
"NIFTY 500","16 Feb 2021","12679.65","12724.55","12580.95","12647.20"
"NIFTY 500","15 Feb 2021","12592.00","12648.70","12576.70","12632.05"
"NIFTY 500","12 Feb 2021","12531.35","12571.00","12443.05","12508.55"
"NIFTY 500","11 Feb 2021","12433.50","12522.45","12426.15","12514.10"
"NIFTY 500","10 Feb 2021","12452.95","12490.45","12347.10","12452.45"
"NIFTY 500","09 Feb 2021","12487.60","12545.45","12396.20","12434.20"
"NIFTY 500","08 Feb 2021","12389.50","12469.30","12376.65","12441.30"
"NIFTY 500","05 Feb 2021","12345.25","12386.25","12247.45","12279.85"
"NIFTY 500","04 Feb 2021","12184.65","12297.55","12140.85","12285.85"
"NIFTY 500","03 Feb 2021","12139.70","12234.70","12005.40","12174.05"
"NIFTY 500","02 Feb 2021","11921.70","12102.60","11916.65","12053.25"
"NIFTY 500","01 Feb 2021","11396.90","11806.45","11304.00","11770.15"
"NIFTY 500","29 Jan 2021","11549.85","11568.90","11273.55","11302.40"
"NIFTY 500","28 Jan 2021","11419.30","11503.20","11365.85","11442.55"
"NIFTY 500","27 Jan 2021","11744.30","11744.30","11511.55","11546.35"
"NIFTY 500","25 Jan 2021","11951.10","11968.40","11719.55","11743.70"
"NIFTY 500","22 Jan 2021","12020.30","12053.10","11842.40","11854.50"
"NIFTY 500","21 Jan 2021","12154.70","12167.95","11959.60","12015.95"
"NIFTY 500","20 Jan 2021","12002.10","12092.05","11987.60","12078.35"
"NIFTY 500","19 Jan 2021","11851.15","11993.30","11849.15","11981.85"
"NIFTY 500","18 Jan 2021","11943.65","11948.20","11733.35","11776.20"
"NIFTY 500","15 Jan 2021","12078.60","12100.85","11864.05","11931.20"
"NIFTY 500","14 Jan 2021","12043.40","12081.55","11976.15","12069.50"
"NIFTY 500","13 Jan 2021","12123.00","12133.40","11925.00","12041.10"
"NIFTY 500","12 Jan 2021","12000.80","12083.70","11969.75","12058.35"
"NIFTY 500","11 Jan 2021","12024.65","12024.65","11921.75","12006.50"
"NIFTY 500","08 Jan 2021","11865.50","11940.45","11841.85","11925.60"
"NIFTY 500","07 Jan 2021","11833.60","11834.40","11753.80","11766.10"
"NIFTY 500","06 Jan 2021","11806.75","11817.10","11640.15","11737.90"
"NIFTY 500","05 Jan 2021","11647.60","11780.80","11613.50","11767.00"
"NIFTY 500","04 Jan 2021","11651.50","11703.25","11542.15","11691.80"
"NIFTY 500","01 Jan 2021","11535.85","11594.85","11532.60","11574.85"
"NIFTY 500","31 Dec 2020","11508.55","11548.35","11483.55","11518.30"
"NIFTY 500","30 Dec 2020","11507.05","11521.20","11414.10","11509.65"
"NIFTY 500","29 Dec 2020","11475.25","11506.20","11405.80","11467.00"
"NIFTY 500","28 Dec 2020","11387.45","11443.45","11386.10","11434.70"
"NIFTY 500","24 Dec 2020","11292.05","11342.45","11245.75","11325.25"
"NIFTY 500","23 Dec 2020","11092.40","11239.60","11062.20","11225.55"
"NIFTY 500","22 Dec 2020","10979.85","11097.30","10791.85","11075.75"
"NIFTY 500","21 Dec 2020","11338.40","11365.55","10787.50","10964.25"
"NIFTY 500","18 Dec 2020","11368.70","11376.70","11263.15","11355.00"
"NIFTY 500","17 Dec 2020","11347.10","11385.60","11322.75","11346.35"
"NIFTY 500","16 Dec 2020","11299.20","11328.40","11265.80","11320.10"
"NIFTY 500","15 Dec 2020","11212.35","11234.45","11128.40","11223.90"
"NIFTY 500","14 Dec 2020","11223.30","11240.40","11157.65","11215.25"
"NIFTY 500","11 Dec 2020","11172.65","11221.95","11082.00","11171.40"
"NIFTY 500","10 Dec 2020","11156.90","11156.90","11060.20","11141.35"
"NIFTY 500","09 Dec 2020","11147.55","11201.75","11143.45","11181.20"
"NIFTY 500","08 Dec 2020","11112.60","11136.80","11008.40","11088.65"
"NIFTY 500","07 Dec 2020","10994.15","11078.35","10982.75","11070.25"
"NIFTY 500","04 Dec 2020","10934.65","10990.20","10888.95","10978.85"
"NIFTY 500","03 Dec 2020","10936.75","10936.75","10871.80","10893.60"
"NIFTY 500","02 Dec 2020","10856.25","10866.15","10755.90","10858.15"
"NIFTY 500","01 Dec 2020","10803.25","10850.15","10734.30","10835.15"
"NIFTY 500","27 Nov 2020","10703.25","10751.00","10670.20","10719.05"
"NIFTY 500","26 Nov 2020","10611.05","10694.75","10531.90","10674.05"
"NIFTY 500","25 Nov 2020","10794.40","10804.10","10556.20","10574.95"
"NIFTY 500","24 Nov 2020","10698.30","10749.35","10686.50","10733.60"
"NIFTY 500","23 Nov 2020","10642.85","10661.25","10567.45","10635.95"
"NIFTY 500","20 Nov 2020","10514.85","10583.75","10456.95","10560.55"
"NIFTY 500","19 Nov 2020","10522.90","10633.15","10453.60","10477.50"
"NIFTY 500","18 Nov 2020","10516.75","10594.95","10491.50","10588.35"
"NIFTY 500","17 Nov 2020","10543.25","10543.85","10459.60","10524.00"
"NIFTY 500","14 Nov 2020","10470.90","10476.55","10415.95","10440.35"
"NIFTY 500","13 Nov 2020","10324.10","10394.15","10293.25","10387.20"
"NIFTY 500","12 Nov 2020","10334.75","10367.85","10294.55","10342.70"
"NIFTY 500","11 Nov 2020","10308.50","10378.05","10233.35","10356.50"
"NIFTY 500","10 Nov 2020","10252.80","10277.00","10181.65","10269.00"
"NIFTY 500","09 Nov 2020","10137.30","10183.50","10100.45","10176.35"
"NIFTY 500","06 Nov 2020","9965.05","10044.90","9951.20","10033.50"
"NIFTY 500","05 Nov 2020","9874.35","9941.50","9857.25","9935.35"
"NIFTY 500","04 Nov 2020","9684.10","9778.10","9654.60","9764.60"
"NIFTY 500","03 Nov 2020","9648.65","9715.45","9643.00","9696.30"
"NIFTY 500","02 Nov 2020","9622.70","9634.15","9524.20","9595.95"
"NIFTY 500","30 Oct 2020","9605.10","9665.00","9500.70","9581.65"
"NIFTY 500","29 Oct 2020","9557.15","9637.85","9530.25","9593.40"
"NIFTY 500","28 Oct 2020","9773.85","9782.95","9602.75","9632.35"
"NIFTY 500","27 Oct 2020","9674.15","9756.05","9607.60","9748.30"
"NIFTY 500","26 Oct 2020","9794.95","9797.70","9609.20","9647.65"
"NIFTY 500","23 Oct 2020","9794.40","9807.15","9764.55","9780.35"
"NIFTY 500","22 Oct 2020","9726.45","9763.80","9683.80","9745.05"
"NIFTY 500","21 Oct 2020","9780.50","9821.95","9635.30","9756.60"
"NIFTY 500","20 Oct 2020","9699.30","9760.35","9682.30","9733.00"
"NIFTY 500","19 Oct 2020","9710.95","9717.60","9664.45","9709.30"
"NIFTY 500","16 Oct 2020","9588.80","9635.00","9536.45","9626.25"
"NIFTY 500","15 Oct 2020","9801.55","9802.90","9535.70","9550.05"
"NIFTY 500","14 Oct 2020","9726.45","9781.25","9657.50","9763.40"
"NIFTY 500","13 Oct 2020","9745.90","9784.80","9715.95","9736.45"
"NIFTY 500","12 Oct 2020","9793.35","9822.95","9698.90","9745.35"
"NIFTY 500","09 Oct 2020","9728.75","9774.75","9691.20","9750.15"
"NIFTY 500","08 Oct 2020","9724.55","9759.30","9674.95","9711.80"
"NIFTY 500","07 Oct 2020","9637.15","9673.30","9593.70","9654.50"
"NIFTY 500","06 Oct 2020","9592.65","9633.35","9564.05","9622.35"
"NIFTY 500","05 Oct 2020","9518.20","9567.55","9476.80","9516.30"
"NIFTY 500","01 Oct 2020","9433.70","9472.40","9423.80","9461.70"
"NIFTY 500","30 Sep 2020","9344.30","9375.85","9292.35","9341.75"
"NIFTY 500","29 Sep 2020","9385.75","9401.80","9286.05","9319.70"
"NIFTY 500","28 Sep 2020","9237.75","9338.70","9212.75","9330.25"
"NIFTY 500","25 Sep 2020","9032.70","9171.15","8985.75","9156.10"
"NIFTY 500","24 Sep 2020","9094.10","9097.40","8933.95","8944.75"
"NIFTY 500","23 Sep 2020","9296.45","9309.05","9106.00","9194.35"
"NIFTY 500","22 Sep 2020","9339.80","9340.25","9117.95","9213.90"
"NIFTY 500","21 Sep 2020","9565.95","9582.35","9284.75","9313.00"
"NIFTY 500","18 Sep 2020","9622.15","9626.55","9517.80","9559.50"
"NIFTY 500","17 Sep 2020","9584.55","9624.65","9553.85","9566.75"
"NIFTY 500","16 Sep 2020","9595.75","9640.95","9575.00","9632.50"
"NIFTY 500","15 Sep 2020","9538.15","9583.20","9515.35","9573.35"
"NIFTY 500","14 Sep 2020","9520.00","9577.85","9446.85","9493.30"
"NIFTY 500","11 Sep 2020","9424.45","9460.65","9405.15","9446.40"
"NIFTY 500","10 Sep 2020","9359.55","9429.90","9345.60","9420.25"
"NIFTY 500","09 Sep 2020","9250.10","9306.30","9203.50","9290.20"
"NIFTY 500","08 Sep 2020","9400.60","9436.70","9306.25","9329.85"
"NIFTY 500","07 Sep 2020","9403.45","9420.70","9307.55","9379.10"
"NIFTY 500","04 Sep 2020","9388.35","9476.60","9355.05","9377.95"
"NIFTY 500","03 Sep 2020","9550.35","9567.75","9520.10","9534.65"
"NIFTY 500","02 Sep 2020","9457.65","9534.50","9429.70","9518.40"
"NIFTY 500","01 Sep 2020","9422.45","9479.10","9353.20","9442.25"
"NIFTY 500","31 Aug 2020","9735.70","9747.05","9324.65","9372.05"
"NIFTY 500","28 Aug 2020","9623.00","9675.90","9614.75","9641.05"
"NIFTY 500","27 Aug 2020","9619.60","9625.65","9568.80","9580.70"
"NIFTY 500","26 Aug 2020","9547.05","9575.20","9508.00","9567.15"
"NIFTY 500","25 Aug 2020","9545.60","9556.50","9469.20","9509.25"
"NIFTY 500","24 Aug 2020","9466.80","9523.40","9465.70","9498.35"
"NIFTY 500","21 Aug 2020","9451.20","9465.05","9415.65","9423.55"
"NIFTY 500","20 Aug 2020","9347.90","9398.60","9325.05","9368.75"
"NIFTY 500","19 Aug 2020","9436.95","9449.15","9402.25","9412.55"
"NIFTY 500","18 Aug 2020","9286.10","9392.75","9282.10","9382.05"
"NIFTY 500","17 Aug 2020","9278.85","9281.95","9184.25","9267.90"
"NIFTY 500","14 Aug 2020","9350.65","9365.85","9157.65","9214.40"
"NIFTY 500","13 Aug 2020","9314.95","9339.20","9280.30","9307.85"
"NIFTY 500","12 Aug 2020","9269.15","9294.90","9229.20","9284.80"
"NIFTY 500","11 Aug 2020","9315.15","9346.90","9283.00","9291.00"
"NIFTY 500","10 Aug 2020","9257.20","9308.75","9241.50","9268.55"
"NIFTY 500","07 Aug 2020","9170.05","9211.75","9142.30","9198.65"
"NIFTY 500","06 Aug 2020","9150.15","9205.10","9115.75","9169.10"
"NIFTY 500","05 Aug 2020","9126.65","9175.45","9060.80","9088.75"
"NIFTY 500","04 Aug 2020","8980.55","9085.75","8951.00","9074.95"
"NIFTY 500","03 Aug 2020","9029.60","9029.80","8925.05","8932.05"
"NIFTY 500","31 Jul 2020","9061.50","9076.95","8997.70","9035.75"
"NIFTY 500","30 Jul 2020","9136.20","9163.95","9013.90","9031.70"
"NIFTY 500","29 Jul 2020","9135.50","9180.70","9057.90","9096.10"
"NIFTY 500","28 Jul 2020","9045.45","9153.00","9043.90","9141.75"
